PrecinctName,ReportingType,PrecinctID,Precincts,Registration,Ballots Cast,Turnout (%),JANE KIM,SCOTT WIENER,Under Vote,Over Vote
Pct 7556/7557,Election Day,7556,1,1008,315,31.25,132,162,21,0
Pct 7556/7557,VBM,7556,1,1008,591,58.63,213,339,39,0
Pct 7601,Election Day,7601,1,929,223,24.00,133,71,19,0
Pct 7601,VBM,7601,1,929,365,39.29,192,136,36,1
Pct 7602,Election Day,7602,1,962,267,27.75,180,61,22,4
Pct 7602,VBM,7602,1,962,422,43.87,244,155,21,2
Pct 7603,Election Day,7603,1,888,286,32.21,179,84,23,0
Pct 7603,VBM,7603,1,888,404,45.50,235,146,23,0
Pct 7604,Election Day,7604,1,989,284,28.72,176,86,22,0
Pct 7604,VBM,7604,1,989,393,39.74,212,153,28,0
Pct 7605,Election Day,7605,1,771,191,24.77,96,68,26,1
Pct 7605,VBM,7605,1,771,237,30.74,129,93,12,3
Pct 7606,Election Day,7606,1,992,247,24.90,154,66,25,2
Pct 7606,VBM,7606,1,992,393,39.62,211,143,37,2
Pct 7607,Election Day,7607,1,1055,272,25.78,162,82,28,0
Pct 7607,VBM,7607,1,1055,438,41.52,239,171,28,0
Pct 7608,Election Day,7608,1,456,89,19.52,53,27,9,0
Pct 7608,VBM,7608,1,456,155,33.99,71,68,15,1
Pct 7609,Election Day,7609,1,1051,153,14.56,94,41,18,0
Pct 7609,VBM,7609,1,1051,398,37.87,205,154,35,4
Pct 7611,Election Day,7611,1,898,155,17.26,91,45,18,1
Pct 7611,VBM,7611,1,898,324,36.08,171,118,34,1
Pct 7612,Election Day,7612,1,668,120,17.96,57,45,18,0
Pct 7612,VBM,7612,1,668,298,44.61,119,145,33,1
Pct 7613,Election Day,7613,1,1015,225,22.17,127,71,25,2
Pct 7613,VBM,7613,1,1015,392,38.62,222,137,30,3
Pct 7614,Election Day,7614,1,1177,275,23.36,173,71,31,0
Pct 7614,VBM,7614,1,1177,518,44.01,295,193,30,0
Pct 7615,Election Day,7615,1,1020,216,21.18,130,57,28,1
Pct 7615,VBM,7615,1,1020,312,30.59,149,129,33,1
Pct 7616,Election Day,7616,1,981,195,19.88,91,85,18,1
Pct 7616,VBM,7616,1,981,612,62.39,243,304,65,0
Pct 7617,Election Day,7617,1,898,151,16.82,74,55,21,1
Pct 7617,VBM,7617,1,898,365,40.65,183,150,29,3
Pct 7618,Election Day,7618,1,948,184,19.41,94,75,15,0
Pct 7618,VBM,7618,1,948,505,53.27,218,247,40,0
Pct 7619,Election Day,7619,1,1971,418,21.21,207,172,39,0
Pct 7619,VBM,7619,1,1971,1067,54.13,493,468,104,2
Pct 7621,Election Day,7621,1,1082,254,23.48,141,87,26,0
Pct 7621,VBM,7621,1,1082,546,50.46,240,251,55,0
Pct 7622,Election Day,7622,1,1007,181,17.97,100,46,32,3
Pct 7622,VBM,7622,1,1007,353,35.05,177,125,45,6
Pct 7623,Election Day,7623,1,839,171,20.38,85,68,18,0
Pct 7623,VBM,7623,1,839,296,35.28,146,127,22,1
Pct 7624,Election Day,7624,1,1074,212,19.74,127,57,26,2
Pct 7624,VBM,7624,1,1074,353,32.87,197,128,27,1
Pct 7625,Election Day,7625,1,896,87,9.71,35,41,11,0
Pct 7625,VBM,7625,1,896,530,59.15,177,291,56,6
Pct 7626,Election Day,7626,1,1177,291,24.72,129,128,33,1
Pct 7626,VBM,7626,1,1177,720,61.17,269,376,75,0
Pct 7627,Election Day,7627,1,1586,411,25.91,190,165,56,0
Pct 7627,VBM,7627,1,1586,915,57.69,294,488,132,1
Pct 7628,Election Day,7628,1,1006,255,25.35,136,95,23,1
Pct 7628,VBM,7628,1,1006,465,46.22,208,223,34,0
Pct 7629,Election Day,7629,1,837,212,25.33,122,74,16,0
Pct 7629,VBM,7629,1,837,365,43.61,156,175,34,0
Pct 7631,Election Day,7631,1,1143,313,27.38,162,119,31,1
Pct 7631,VBM,7631,1,1143,602,52.67,268,283,50,1
Pct 7632,Election Day,7632,1,727,190,26.13,93,79,18,0
Pct 7632,VBM,7632,1,727,342,47.04,146,164,32,0
Pct 7633,Election Day,7633,1,731,182,24.90,86,76,19,1
Pct 7633,VBM,7633,1,731,392,53.63,159,198,35,0
Pct 7634,Election Day,7634,1,1017,222,21.83,102,89,31,0
Pct 7634,VBM,7634,1,1017,484,47.59,215,229,39,1
Pct 7635,Election Day,7635,1,868,202,23.27,104,79,19,0
Pct 7635,VBM,7635,1,868,441,50.81,215,182,43,1
Pct 7636,Election Day,7636,1,993,282,28.40,128,124,30,0
Pct 7636,VBM,7636,1,993,502,50.55,174,253,72,3
Pct 7637,Election Day,7637,1,1361,370,27.19,158,156,55,1
Pct 7637,VBM,7637,1,1361,781,57.38,333,354,93,1
Pct 7638,Election Day,7638,1,1285,300,23.35,97,156,47,0
Pct 7638,VBM,7638,1,1285,835,64.98,274,458,103,0
Pct 7639,Election Day,7639,1,1011,267,26.41,102,122,43,0
Pct 7639,VBM,7639,1,1011,624,61.72,236,310,78,0
Pct 7641,Election Day,7641,1,977,224,22.93,102,108,14,0
Pct 7641,VBM,7641,1,977,571,58.44,219,297,54,1
Pct 7642,Election Day,7642,1,967,212,21.92,105,84,23,0
Pct 7642,VBM,7642,1,967,598,61.84,203,313,82,0
Pct 7643,Election Day,7643,1,959,203,21.17,98,81,24,0
Pct 7643,VBM,7643,1,959,555,57.87,211,290,53,1
Pct 7644,Election Day,7644,1,1111,322,28.98,155,128,39,0
Pct 7644,VBM,7644,1,1111,603,54.28,255,277,68,3
Pct 7645,Election Day,7645,1,669,142,21.23,66,55,21,0
Pct 7645,VBM,7645,1,669,445,66.52,147,237,61,0
Pct 7646,Election Day,7646,1,2163,586,27.09,268,253,65,0
Pct 7646,VBM,7646,1,2163,1307,60.43,532,629,143,3
Pct 7647,Election Day,7647,1,1028,260,25.29,153,83,24,0
Pct 7647,VBM,7647,1,1028,338,32.88,219,91,28,0
Pct 7648 MB,Election Day,7648,1,4,0,0.00,0,0,0,0
Pct 7648 MB,VBM,7648,1,4,3,75.00,2,1,0,0
Pct 7701,Election Day,7701,1,1049,354,33.75,171,156,27,0
Pct 7701,VBM,7701,1,1049,560,53.38,221,279,60,0
Pct 7702,Election Day,7702,1,775,192,24.77,75,97,20,0
Pct 7702,VBM,7702,1,775,471,60.77,157,251,63,0
Pct 7703 MB,Election Day,7703,1,178,0,0.00,0,0,0,0
Pct 7703 MB,VBM,7703,1,178,100,56.18,36,45,17,2
Pct 7704,Election Day,7704,1,1006,302,30.02,109,156,37,0
Pct 7704,VBM,7704,1,1006,579,57.55,218,313,47,1
Pct 7705,Election Day,7705,1,554,186,33.57,60,108,18,0
Pct 7705,VBM,7705,1,554,309,55.78,93,193,23,0
Pct 7706,Election Day,7706,1,853,282,33.06,119,132,31,0
Pct 7706,VBM,7706,1,853,491,57.56,167,287,37,0
Pct 7707,Election Day,7707,1,854,285,33.37,102,169,14,0
Pct 7707,VBM,7707,1,854,499,58.43,167,279,53,0
Pct 7708,Election Day,7708,1,894,231,25.84,99,109,23,0
Pct 7708,VBM,7708,1,894,552,61.74,211,287,54,0
Pct 7709,Election Day,7709,1,390,120,30.77,69,36,15,0
Pct 7709,VBM,7709,1,390,234,60.00,115,103,16,0
Pct 7711,Election Day,7711,1,789,223,28.26,88,112,23,0
Pct 7711,VBM,7711,1,789,462,58.56,165,253,44,0
Pct 7712,Election Day,7712,1,577,180,31.20,83,84,13,0
Pct 7712,VBM,7712,1,577,338,58.58,139,163,36,0
Pct 7801,Election Day,7801,1,975,309,31.69,112,178,19,0
Pct 7801,VBM,7801,1,975,655,67.18,204,405,45,1
Pct 7802,Election Day,7802,1,760,261,34.34,90,157,14,0
Pct 7802,VBM,7802,1,760,462,60.79,163,266,33,0
Pct 7803,Election Day,7803,1,827,200,24.18,73,119,8,0
Pct 7803,VBM,7803,1,827,574,69.41,167,383,24,0
Pct 7804,Election Day,7804,1,932,310,33.26,138,152,20,0
Pct 7804,VBM,7804,1,932,566,60.73,197,338,31,0
Pct 7805,Election Day,7805,1,852,260,30.52,127,123,10,0
Pct 7805,VBM,7805,1,852,501,58.80,192,288,21,0
Pct 7806,Election Day,7806,1,746,251,33.65,129,110,12,0
Pct 7806,VBM,7806,1,746,412,55.23,161,232,19,0
Pct 7807,Election Day,7807,1,774,293,37.86,142,141,9,1
Pct 7807,VBM,7807,1,774,378,48.84,181,183,14,0
Pct 7808,Election Day,7808,1,702,218,31.05,104,101,13,0
Pct 7808,VBM,7808,1,702,360,51.28,156,175,29,0
Pct 7809,Election Day,7809,1,1234,401,32.50,196,170,35,0
Pct 7809,VBM,7809,1,1234,690,55.92,293,347,50,0
Pct 7811,Election Day,7811,1,806,268,33.25,147,110,11,0
Pct 7811,VBM,7811,1,806,428,53.10,209,189,30,0
Pct 7812,Election Day,7812,1,892,275,30.83,148,105,21,1
Pct 7812,VBM,7812,1,892,477,53.48,201,240,35,1
Pct 7813,Election Day,7813,1,1061,362,34.12,214,125,23,0
Pct 7813,VBM,7813,1,1061,581,54.76,239,295,47,0
Pct 7814,Election Day,7814,1,919,298,32.43,181,93,24,0
Pct 7814,VBM,7814,1,919,369,40.15,204,138,26,1
Pct 7815,Election Day,7815,1,967,296,30.61,110,168,18,0
Pct 7815,VBM,7815,1,967,583,60.29,209,341,33,0
Pct 7816,Election Day,7816,1,896,268,29.91,106,150,12,0
Pct 7816,VBM,7816,1,896,555,61.94,183,350,22,0
Pct 7817,Election Day,7817,1,804,285,35.45,151,120,14,0
Pct 7817,VBM,7817,1,804,426,52.99,195,218,13,0
Pct 7818,Election Day,7818,1,889,271,30.48,137,115,18,1
Pct 7818,VBM,7818,1,889,516,58.04,212,275,28,1
Pct 7819,Election Day,7819,1,809,249,30.78,120,104,23,2
Pct 7819,VBM,7819,1,809,433,53.52,214,193,26,0
Pct 7821,Election Day,7821,1,998,286,28.66,116,159,11,0
Pct 7821,VBM,7821,1,998,630,63.13,217,392,21,0
Pct 7822,Election Day,7822,1,951,318,33.44,154,153,11,0
Pct 7822,VBM,7822,1,951,458,48.16,172,252,34,0
Pct 7823,Election Day,7823,1,928,294,31.68,159,127,8,0
Pct 7823,VBM,7823,1,928,512,55.17,203,288,21,0
Pct 7824,Election Day,7824,1,794,254,31.99,119,118,16,1
Pct 7824,VBM,7824,1,794,411,51.76,155,234,21,1
Pct 7825,Election Day,7825,1,578,216,37.37,101,102,13,0
Pct 7825,VBM,7825,1,578,305,52.77,137,151,17,0
Pct 7826,Election Day,7826,1,709,259,36.53,140,104,14,1
Pct 7826,VBM,7826,1,709,374,52.75,193,158,23,0
Pct 7827,Election Day,7827,1,931,313,33.62,213,77,23,0
Pct 7827,VBM,7827,1,931,445,47.80,254,161,30,0
Pct 7828,Election Day,7828,1,1053,311,29.53,138,154,19,0
Pct 7828,VBM,7828,1,1053,613,58.21,228,354,31,0
Pct 7829,Election Day,7829,1,904,269,29.76,102,153,14,0
Pct 7829,VBM,7829,1,904,572,63.27,185,366,21,0
Pct 7831,Election Day,7831,1,906,272,30.02,124,136,12,0
Pct 7831,VBM,7831,1,906,531,58.61,210,310,11,0
Pct 7832,Election Day,7832,1,824,247,29.98,101,141,5,0
Pct 7832,VBM,7832,1,824,512,62.14,183,299,30,0
Pct 7833,Election Day,7833,1,785,251,31.97,133,104,13,1
Pct 7833,VBM,7833,1,785,459,58.47,214,221,24,0
Pct 7834,Election Day,7834,1,901,321,35.63,181,119,21,0
Pct 7834,VBM,7834,1,901,454,50.39,220,210,24,0
Pct 7835,Election Day,7835,1,863,249,28.85,131,95,23,0
Pct 7835,VBM,7835,1,863,536,62.11,233,275,28,0
Pct 7836,Election Day,7836,1,990,290,29.29,145,131,14,0
Pct 7836,VBM,7836,1,990,613,61.92,248,322,43,0
Pct 7837,Election Day,7837,1,934,305,32.66,115,176,14,0
Pct 7837,VBM,7837,1,934,535,57.28,173,324,38,0
Pct 7838,Election Day,7838,1,933,250,26.80,109,127,14,0
Pct 7838,VBM,7838,1,933,589,63.13,178,383,28,0
Pct 7839,Election Day,7839,1,869,229,26.35,91,130,8,0
Pct 7839,VBM,7839,1,869,556,63.98,176,339,40,1
Pct 7841,Election Day,7841,1,947,309,32.63,136,152,21,0
Pct 7841,VBM,7841,1,947,530,55.97,186,301,43,0
Pct 7842,Election Day,7842,1,960,356,37.08,174,161,21,0
Pct 7842,VBM,7842,1,960,508,52.92,212,266,30,0
Pct 7843,Election Day,7843,1,802,272,33.92,137,118,17,0
Pct 7843,VBM,7843,1,802,407,50.75,215,169,23,0
Pct 7844,Election Day,7844,1,682,246,36.07,142,91,13,0
Pct 7844,VBM,7844,1,682,348,51.03,175,146,27,0
Pct 7845,Election Day,7845,1,869,288,33.14,115,161,11,1
Pct 7845,VBM,7845,1,869,495,56.96,165,303,27,0
Pct 7846,Election Day,7846,1,925,272,29.41,102,157,13,0
Pct 7846,VBM,7846,1,925,542,58.59,159,348,35,0
Pct 7847,Election Day,7847,1,960,284,29.58,110,156,18,0
Pct 7847,VBM,7847,1,960,559,58.23,196,328,35,0
Pct 7848,Election Day,7848,1,905,304,33.59,114,170,20,0
Pct 7848,VBM,7848,1,905,514,56.80,165,315,33,1
Pct 7849,Election Day,7849,1,967,318,32.89,157,149,12,0
Pct 7849,VBM,7849,1,967,546,56.46,216,297,33,0
Pct 7851,Election Day,7851,1,528,168,31.82,43,108,17,0
Pct 7851,VBM,7851,1,528,304,57.58,88,195,21,0
Pct 7852,Election Day,7852,1,644,179,27.80,73,97,9,0
Pct 7852,VBM,7852,1,644,405,62.89,137,247,21,0
Pct 7853,Election Day,7853,1,896,252,28.12,101,133,18,0
Pct 7853,VBM,7853,1,896,518,57.81,173,329,16,0
Pct 7854,Election Day,7854,1,933,302,32.37,131,148,23,0
Pct 7854,VBM,7854,1,933,523,56.06,182,307,34,0
Pct 7855,Election Day,7855,1,968,326,33.68,148,160,18,0
Pct 7855,VBM,7855,1,968,544,56.20,195,315,34,0
Pct 7856,Election Day,7856,1,849,289,34.04,141,135,13,0
Pct 7856,VBM,7856,1,849,480,56.54,196,251,32,1
Pct 7857,Election Day,7857,1,963,323,33.54,185,121,17,0
Pct 7857,VBM,7857,1,963,531,55.14,229,270,31,1
Pct 7858,Election Day,7858,1,791,275,34.77,169,87,19,0
Pct 7858,VBM,7858,1,791,399,50.44,211,160,28,0
Pct 7859,Election Day,7859,1,915,273,29.84,113,144,15,1
Pct 7859,VBM,7859,1,915,561,61.31,168,348,45,0
Pct 7861,Election Day,7861,1,881,268,30.42,122,128,18,0
Pct 7861,VBM,7861,1,881,508,57.66,181,295,32,0
Pct 7862,Election Day,7862,1,923,318,34.45,133,165,20,0
Pct 7862,VBM,7862,1,923,497,53.85,174,295,28,0
Pct 7863,Election Day,7863,1,939,348,37.06,166,161,21,0
Pct 7863,VBM,7863,1,939,471,50.16,211,229,29,2
Pct 7864,Election Day,7864,1,815,276,33.87,145,115,16,0
Pct 7864,VBM,7864,1,815,427,52.39,183,222,22,0
Pct 7865,Election Day,7865,1,853,274,32.12,138,115,21,0
Pct 7865,VBM,7865,1,853,480,56.27,200,228,51,1
Pct 7866,Election Day,7866,1,831,239,28.76,86,134,18,1
Pct 7866,VBM,7866,1,831,507,61.01,154,314,39,0
Pct 7867,Election Day,7867,1,946,308,32.56,122,170,16,0
Pct 7867,VBM,7867,1,946,514,54.33,155,331,26,2
Pct 7868,Election Day,7868,1,901,292,32.41,92,177,23,0
Pct 7868,VBM,7868,1,901,472,52.39,148,295,29,0
Pct 7869,Election Day,7869,1,874,304,34.78,130,159,15,0
Pct 7869,VBM,7869,1,874,485,55.49,180,282,23,0
Pct 7871,Election Day,7871,1,909,274,30.14,116,145,13,0
Pct 7871,VBM,7871,1,909,530,58.31,179,317,34,0
Pct 7872,Election Day,7872,1,902,313,34.70,119,176,18,0
Pct 7872,VBM,7872,1,902,506,56.10,177,302,27,0
Pct 7873,Election Day,7873,1,874,278,31.81,120,141,17,0
Pct 7873,VBM,7873,1,874,510,58.35,186,297,27,0
Pct 7874,Election Day,7874,1,482,167,34.65,85,66,16,0
Pct 7874,VBM,7874,1,482,241,50.00,82,139,20,0
Pct 7875,Election Day,7875,1,628,198,31.53,103,76,17,2
Pct 7875,VBM,7875,1,628,327,52.07,146,141,40,0
Pct 7901,Election Day,7901,1,1286,375,29.16,218,122,32,3
Pct 7901,VBM,7901,1,1286,577,44.87,292,236,47,2
Pct 7902,Election Day,7902,1,1064,327,30.73,202,99,26,0
Pct 7902,VBM,7902,1,1064,515,48.40,252,220,42,1
Pct 7903,Election Day,7903,1,929,242,26.05,147,72,23,0
Pct 7903,VBM,7903,1,929,410,44.13,236,138,33,3
Pct 7904,Election Day,7904,1,926,231,24.95,141,69,21,0
Pct 7904,VBM,7904,1,926,463,50.00,229,198,36,0
Pct 7905,Election Day,7905,1,851,299,35.14,187,95,17,0
Pct 7905,VBM,7905,1,851,419,49.24,180,207,32,0
Pct 7906,Election Day,7906,1,854,275,32.20,165,91,19,0
Pct 7906,VBM,7906,1,854,378,44.26,195,158,24,1
Pct 7907,Election Day,7907,1,991,346,34.91,203,113,30,0
Pct 7907,VBM,7907,1,991,488,49.24,266,177,45,0
Pct 7908,Election Day,7908,1,1008,310,30.75,184,92,34,0
Pct 7908,VBM,7908,1,1008,562,55.75,296,220,45,1
Pct 7909,Election Day,7909,1,787,280,35.58,181,81,18,0
Pct 7909,VBM,7909,1,787,364,46.25,173,157,34,0
Pct 7911,Election Day,7911,1,907,304,33.52,191,88,25,0
Pct 7911,VBM,7911,1,907,430,47.41,224,179,26,1
Pct 7912,Election Day,7912,1,1090,348,31.93,207,101,38,2
Pct 7912,VBM,7912,1,1090,526,48.26,271,218,36,1
Pct 7913,Election Day,7913,1,964,376,39.00,229,111,36,0
Pct 7913,VBM,7913,1,964,424,43.98,206,188,30,0
Pct 7914,Election Day,7914,1,895,315,35.20,186,106,23,0
Pct 7914,VBM,7914,1,895,437,48.83,238,162,35,2
Pct 7915,Election Day,7915,1,892,329,36.88,219,89,21,0
Pct 7915,VBM,7915,1,892,387,43.39,196,167,23,1
Pct 7916,Election Day,7916,1,953,307,32.21,214,76,15,2
Pct 7916,VBM,7916,1,953,461,48.37,248,179,33,1
Pct 7917,Election Day,7917,1,1073,389,36.25,246,117,24,2
Pct 7917,VBM,7917,1,1073,479,44.64,260,179,37,3
Pct 7918,Election Day,7918,1,860,304,35.35,186,92,26,0
Pct 7918,VBM,7918,1,860,393,45.70,199,171,22,1
Pct 7919,Election Day,7919,1,928,361,38.90,231,106,22,2
Pct 7919,VBM,7919,1,928,406,43.75,225,145,35,1
Pct 7921,Election Day,7921,1,970,293,30.21,163,99,30,1
Pct 7921,VBM,7921,1,970,401,41.34,218,154,28,1
Pct 7922,Election Day,7922,1,884,306,34.62,199,88,19,0
Pct 7922,VBM,7922,1,884,399,45.14,213,156,30,0
Pct 7923,Election Day,7923,1,930,335,36.02,215,90,30,0
Pct 7923,VBM,7923,1,930,354,38.06,204,130,19,1
Pct 7924,Election Day,7924,1,883,280,31.71,198,60,22,0
Pct 7924,VBM,7924,1,883,416,47.11,231,154,30,1
Pct 7925,Election Day,7925,1,591,196,33.16,127,61,8,0
Pct 7925,VBM,7925,1,591,287,48.56,163,102,22,0
Pct 7926,Election Day,7926,1,820,259,31.59,167,80,12,0
Pct 7926,VBM,7926,1,820,436,53.17,250,157,29,0
Pct 7927,Election Day,7927,1,782,283,36.19,172,92,18,1
Pct 7927,VBM,7927,1,782,405,51.79,189,186,30,0
Pct 7928,Election Day,7928,1,976,323,33.09,207,97,19,0
Pct 7928,VBM,7928,1,976,526,53.89,274,215,35,2
Pct 7929,Election Day,7929,1,871,290,33.30,163,119,8,0
Pct 7929,VBM,7929,1,871,490,56.26,229,231,30,0
Pct 7931,Election Day,7931,1,765,252,32.94,146,87,19,0
Pct 7931,VBM,7931,1,765,435,56.86,214,193,27,1
Pct 7932,Election Day,7932,1,557,173,31.06,95,64,14,0
Pct 7932,VBM,7932,1,557,309,55.48,148,144,17,0
Pct 7933 MB,Election Day,7933,1,8,0,0.00,0,0,0,0
Pct 7933 MB,VBM,7933,1,8,7,87.50,4,3,0,0
Pct 7934,Election Day,7934,1,888,289,32.55,189,79,18,3
Pct 7934,VBM,7934,1,888,483,54.39,264,188,31,0
Pct 7935,Election Day,7935,1,949,341,35.93,209,118,14,0
Pct 7935,VBM,7935,1,949,510,53.74,249,240,21,0
Pct 7936,Election Day,7936,1,876,325,37.10,204,108,13,0
Pct 7936,VBM,7936,1,876,439,50.11,231,178,30,0
Pct 7937,Election Day,7937,1,909,325,35.75,203,100,22,0
Pct 7937,VBM,7937,1,909,455,50.06,219,209,26,1
Pct 7938,Election Day,7938,1,808,295,36.51,186,84,24,1
Pct 7938,VBM,7938,1,808,341,42.20,198,122,20,1
Pct 7939,Election Day,7939,1,674,262,38.87,145,94,23,0
Pct 7939,VBM,7939,1,674,331,49.11,170,138,23,0
Pct 7941,Election Day,7941,1,790,261,33.04,139,101,20,1
Pct 7941,VBM,7941,1,790,394,49.87,201,155,36,2
Pct 7942,Election Day,7942,1,950,299,31.47,184,96,19,0
Pct 7942,VBM,7942,1,950,470,49.47,225,197,48,0
Pct 7943,Election Day,7943,1,938,310,33.05,151,133,25,1
Pct 7943,VBM,7943,1,938,470,50.11,233,211,26,0
Pct 7944,Election Day,7944,1,830,305,36.75,181,104,20,0
Pct 7944,VBM,7944,1,830,387,46.63,198,163,26,0
Pct 7945,Election Day,7945,1,926,208,22.46,127,60,21,0
Pct 7945,VBM,7945,1,926,455,49.14,236,181,38,0
Pct 7946,Election Day,7946,1,976,225,23.05,112,93,20,0
Pct 7946,VBM,7946,1,976,491,50.31,200,234,57,0
Pct 7947,Election Day,7947,1,964,257,26.66,130,101,25,1
Pct 7947,VBM,7947,1,964,460,47.72,193,208,59,0
Pct 7948,Election Day,7948,1,933,270,28.94,145,90,35,0
Pct 7948,VBM,7948,1,933,451,48.34,190,211,49,1
Pct 7949,Election Day,7949,1,594,142,23.91,65,55,22,0
Pct 7949,VBM,7949,1,594,291,48.99,109,152,29,1
Pct 7951,Election Day,7951,1,841,189,22.47,102,66,21,0
Pct 7951,VBM,7951,1,841,456,54.22,178,221,57,0
Pct 7952,Election Day,7952,1,865,221,25.55,121,84,16,0
Pct 7952,VBM,7952,1,865,430,49.71,203,184,43,0
Pct 7953,Election Day,7953,1,853,216,25.32,117,83,16,0
Pct 7953,VBM,7953,1,853,461,54.04,203,208,50,0
Pct 7954 MB,Election Day,7954,1,0,0,0.00,0,0,0,0
Pct 7954 MB,VBM,7954,1,0,0,0.00,0,0,0,0
Pct 7955,Election Day,7955,1,899,218,24.25,102,84,31,1
Pct 7955,VBM,7955,1,899,466,51.84,188,228,48,2
Pct 7956,Election Day,7956,1,779,199,25.55,96,77,26,0
Pct 7956,VBM,7956,1,779,380,48.78,156,188,36,0
Pct 7957,Election Day,7957,1,664,188,28.31,102,68,18,0
Pct 7957,VBM,7957,1,664,336,50.60,134,159,43,0
Pct 7958 MB,Election Day,7958,1,291,8,2.75,5,3,0,0
Pct 7958 MB,VBM,7958,1,291,191,65.64,81,93,17,0
Pct 9001 MB,Election Day,9001,1,269,11,4.09,7,1,3,0
Pct 9001 MB,VBM,9001,1,269,186,69.14,86,88,12,0
Pct 9101,Election Day,9101,1,899,296,32.93,153,116,27,0
Pct 9101,VBM,9101,1,899,444,49.39,182,200,60,2
Pct 9102,Election Day,9102,1,989,313,31.65,148,128,37,0
Pct 9102,VBM,9102,1,989,504,50.96,216,249,39,0
Pct 9103,Election Day,9103,1,971,317,32.65,146,127,43,1
Pct 9103,VBM,9103,1,971,469,48.30,186,227,56,0
Pct 9104,Election Day,9104,1,1004,273,27.19,167,83,23,0
Pct 9104,VBM,9104,1,1004,522,51.99,241,215,65,1
Pct 9105,Election Day,9105,1,975,316,32.41,151,132,33,0
Pct 9105,VBM,9105,1,975,501,51.38,203,240,58,0
Pct 9106,Election Day,9106,1,938,307,32.73,131,146,29,1
Pct 9106,VBM,9106,1,938,512,54.58,209,252,51,0
Pct 9107,Election Day,9107,1,859,290,33.76,170,95,24,1
Pct 9107,VBM,9107,1,859,389,45.29,188,158,42,1
Pct 9108,Election Day,9108,1,815,294,36.07,154,123,17,0
Pct 9108,VBM,9108,1,815,397,48.71,179,170,48,0
Pct 9109,Election Day,9109,1,875,311,35.54,158,122,31,0
Pct 9109,VBM,9109,1,875,438,50.06,179,216,43,0
Pct 9111,Election Day,9111,1,785,278,35.41,127,110,40,1
Pct 9111,VBM,9111,1,785,359,45.73,166,159,34,0
Pct 9112,Election Day,9112,1,975,294,30.15,146,120,26,2
Pct 9112,VBM,9112,1,975,510,52.31,197,254,59,0
Pct 9113,Election Day,9113,1,1008,331,32.84,148,157,26,0
Pct 9113,VBM,9113,1,1008,522,51.79,209,276,37,0
Pct 9114,Election Day,9114,1,913,308,33.73,155,118,35,0
Pct 9114,VBM,9114,1,913,441,48.30,207,185,48,1
Pct 9115,Election Day,9115,1,948,293,30.91,164,107,22,0
Pct 9115,VBM,9115,1,948,468,49.37,221,196,51,0
Pct 9116,Election Day,9116,1,986,326,33.06,190,117,19,0
Pct 9116,VBM,9116,1,986,485,49.19,228,204,52,1
Pct 9117,Election Day,9117,1,785,232,29.55,118,89,25,0
Pct 9117,VBM,9117,1,785,438,55.80,152,243,43,0
Pct 9118,Election Day,9118,1,987,295,29.89,170,95,30,0
Pct 9118,VBM,9118,1,987,485,49.14,210,202,73,0
Pct 9119,Election Day,9119,1,911,275,30.19,125,116,32,2
Pct 9119,VBM,9119,1,911,469,51.48,211,209,49,0
Pct 9121,Election Day,9121,1,950,314,33.05,152,126,36,0
Pct 9121,VBM,9121,1,950,444,46.74,198,197,49,0
Pct 9122,Election Day,9122,1,976,262,26.84,144,94,24,0
Pct 9122,VBM,9122,1,976,507,51.95,221,237,49,0
Pct 9123,Election Day,9123,1,902,290,32.15,143,124,23,0
Pct 9123,VBM,9123,1,902,450,49.89,188,193,69,0
