PrecinctName,ReportingType,PrecinctID,Precincts,Registration,Ballots Cast,Turnout (%),VICTOR HWANG,PAUL HENDERSON,Under Vote,Over Vote
Pct 9124,Election Day,9124,1,940,263,27.98,156,56,51,0
Pct 9124,VBM,9124,1,940,467,49.68,273,112,82,0
Pct 9125,Election Day,9125,1,911,263,28.87,156,48,59,0
Pct 9125,VBM,9125,1,911,477,52.36,297,95,85,0
Pct 9126,Election Day,9126,1,978,283,28.94,169,60,54,0
Pct 9126,VBM,9126,1,978,537,54.91,323,123,91,0
Pct 9127,Election Day,9127,1,985,347,35.23,200,87,60,0
Pct 9127,VBM,9127,1,985,472,47.92,262,124,86,0
Pct 9128,Election Day,9128,1,859,282,32.83,161,60,61,0
Pct 9128,VBM,9128,1,859,445,51.80,237,125,82,1
Pct 9129,Election Day,9129,1,772,259,33.55,152,62,45,0
Pct 9129,VBM,9129,1,772,362,46.89,211,88,63,0
Pct 9131,Election Day,9131,1,806,250,31.02,148,57,45,0
Pct 9131,VBM,9131,1,806,411,50.99,256,91,64,0
Pct 9132,Election Day,9132,1,898,297,33.07,180,58,59,0
Pct 9132,VBM,9132,1,898,404,44.99,243,91,66,4
Pct 9133,Election Day,9133,1,1083,299,27.61,182,74,43,0
Pct 9133,VBM,9133,1,1083,589,54.39,339,153,97,0
Pct 9134,Election Day,9134,1,937,248,26.47,129,42,77,0
Pct 9134,VBM,9134,1,937,519,55.39,279,131,109,0
Pct 9135,Election Day,9135,1,831,242,29.12,123,65,54,0
Pct 9135,VBM,9135,1,831,410,49.34,183,137,90,0
Pct 9136,Election Day,9136,1,952,313,32.88,173,59,81,0
Pct 9136,VBM,9136,1,952,475,49.89,281,122,71,1
Pct 9137,Election Day,9137,1,977,287,29.38,167,67,53,0
Pct 9137,VBM,9137,1,977,498,50.97,272,127,98,1
Pct 9138,Election Day,9138,1,930,264,28.39,148,62,54,0
Pct 9138,VBM,9138,1,930,507,54.52,328,108,71,0
Pct 9139,Election Day,9139,1,1004,298,29.68,169,74,55,0
Pct 9139,VBM,9139,1,1004,533,53.09,315,134,84,0
Pct 9141,Election Day,9141,1,963,296,30.74,181,55,60,0
Pct 9141,VBM,9141,1,963,498,51.71,311,110,77,0
Pct 9142,Election Day,9142,1,1003,327,32.60,195,69,62,1
Pct 9142,VBM,9142,1,1003,516,51.45,325,113,78,0
Pct 9143,Election Day,9143,1,921,290,31.49,176,62,52,0
Pct 9143,VBM,9143,1,921,457,49.62,265,112,80,0
Pct 9144,Election Day,9144,1,983,341,34.69,202,84,54,1
Pct 9144,VBM,9144,1,983,491,49.95,275,121,95,0
Pct 9145,Election Day,9145,1,889,297,33.41,179,68,50,0
Pct 9145,VBM,9145,1,889,456,51.29,255,118,82,1
Pct 9146,Election Day,9146,1,929,359,38.64,203,81,75,0
Pct 9146,VBM,9146,1,929,440,47.36,252,105,83,0
Pct 9147,Election Day,9147,1,983,302,30.72,182,66,54,0
Pct 9147,VBM,9147,1,983,516,52.49,296,110,110,0
Pct 9148,Election Day,9148,1,1007,340,33.76,201,81,58,0
Pct 9148,VBM,9148,1,1007,529,52.53,294,134,100,1
Pct 9149,Election Day,9149,1,976,320,32.79,165,79,76,0
Pct 9149,VBM,9149,1,976,522,53.48,306,125,90,1
Pct 9151,Election Day,9151,1,858,288,33.57,169,52,67,0
Pct 9151,VBM,9151,1,858,416,48.48,216,120,80,0
Pct 9152,Election Day,9152,1,842,291,34.56,162,48,81,0
Pct 9152,VBM,9152,1,842,345,40.97,176,97,71,1
Pct 9201,Election Day,9201,1,1047,404,38.59,216,118,70,0
Pct 9201,VBM,9201,1,1047,489,46.70,227,161,101,0
Pct 9202,Election Day,9202,1,962,342,35.55,145,100,97,0
Pct 9202,VBM,9202,1,962,464,48.23,189,169,106,0
Pct 9203,Election Day,9203,1,1006,308,30.62,113,102,93,0
Pct 9203,VBM,9203,1,1006,549,54.57,200,192,157,0
Pct 9204,Election Day,9204,1,849,325,38.28,122,116,87,0
Pct 9204,VBM,9204,1,849,408,48.06,159,160,88,1
Pct 9205,Election Day,9205,1,760,249,32.76,88,88,72,1
Pct 9205,VBM,9205,1,760,403,53.03,152,144,106,1
Pct 9206,Election Day,9206,1,960,287,29.90,108,93,86,0
Pct 9206,VBM,9206,1,960,535,55.73,201,210,123,1
Pct 9207,Election Day,9207,1,980,335,34.18,110,122,102,1
Pct 9207,VBM,9207,1,980,510,52.04,176,195,139,0
Pct 9208,Election Day,9208,1,1028,356,34.63,138,124,94,0
Pct 9208,VBM,9208,1,1028,541,52.63,194,191,154,2
Pct 9209,Election Day,9209,1,750,283,37.73,107,105,71,0
Pct 9209,VBM,9209,1,750,363,48.40,126,123,114,0
Pct 9211,Election Day,9211,1,910,326,35.82,119,110,97,0
Pct 9211,VBM,9211,1,910,452,49.67,146,177,129,0
Pct 9212,Election Day,9212,1,857,298,34.77,102,101,95,0
Pct 9212,VBM,9212,1,857,448,52.28,178,149,121,0
Pct 9213,Election Day,9213,1,987,349,35.36,133,116,99,1
Pct 9213,VBM,9213,1,987,504,51.06,191,183,129,1
Pct 9214,Election Day,9214,1,632,195,30.85,79,65,51,0
Pct 9214,VBM,9214,1,632,344,54.43,137,123,84,0
Pct 9215,Election Day,9215,1,645,216,33.49,70,89,57,0
Pct 9215,VBM,9215,1,645,350,54.26,116,134,100,0
Pct 9216,Election Day,9216,1,861,301,34.96,94,115,92,0
Pct 9216,VBM,9216,1,861,425,49.36,149,153,122,1
Pct 9217,Election Day,9217,1,761,268,35.22,104,94,70,0
Pct 9217,VBM,9217,1,761,394,51.77,138,143,113,0
Pct 9218,Election Day,9218,1,868,288,33.18,102,101,85,0
Pct 9218,VBM,9218,1,868,442,50.92,150,163,128,1
Pct 9219,Election Day,9219,1,829,295,35.59,114,86,95,0
Pct 9219,VBM,9219,1,829,424,51.15,173,136,115,0
Pct 9221,Election Day,9221,1,662,171,25.83,46,71,54,0
Pct 9221,VBM,9221,1,662,466,70.39,170,184,112,0
Pct 9222,Election Day,9222,1,889,281,31.61,90,101,90,0
Pct 9222,VBM,9222,1,889,530,59.62,192,213,125,0
Pct 9223,Election Day,9223,1,664,184,27.71,73,63,48,0
Pct 9223,VBM,9223,1,664,389,58.58,139,145,105,0
Pct 9224,Election Day,9224,1,993,300,30.21,98,123,79,0
Pct 9224,VBM,9224,1,993,563,56.70,202,226,135,0
Pct 9225,Election Day,9225,1,994,346,34.81,126,118,102,0
Pct 9225,VBM,9225,1,994,580,58.35,247,182,151,0
Pct 9226,Election Day,9226,1,960,292,30.42,115,85,92,0
Pct 9226,VBM,9226,1,960,541,56.35,219,190,132,0
Pct 9227,Election Day,9227,1,759,237,31.23,106,70,61,0
Pct 9227,VBM,9227,1,759,428,56.39,182,150,95,1
Pct 9228,Election Day,9228,1,725,233,32.14,88,91,54,0
Pct 9228,VBM,9228,1,725,418,57.66,190,154,74,0
Pct 9229,Election Day,9229,1,615,195,31.71,79,73,43,0
Pct 9229,VBM,9229,1,615,360,58.54,139,139,81,1
Pct 9231,Election Day,9231,1,1006,372,36.98,195,96,79,2
Pct 9231,VBM,9231,1,1006,497,49.40,234,149,113,1
Pct 9232,Election Day,9232,1,746,276,37.00,106,102,68,0
Pct 9232,VBM,9232,1,746,419,56.17,162,158,99,0
Pct 9233,Election Day,9233,1,816,268,32.84,104,93,71,0
Pct 9233,VBM,9233,1,816,468,57.35,149,203,115,1
Pct 9234,Election Day,9234,1,759,216,28.46,87,77,52,0
Pct 9234,VBM,9234,1,759,448,59.03,167,183,95,3
Pct 9235,Election Day,9235,1,907,303,33.41,109,126,68,0
Pct 9235,VBM,9235,1,907,515,56.78,177,194,143,1
Pct 9236,Election Day,9236,1,682,237,34.75,82,97,58,0
Pct 9236,VBM,9236,1,682,363,53.23,133,126,104,0
Pct 9237,Election Day,9237,1,941,279,29.65,108,99,71,1
Pct 9237,VBM,9237,1,941,545,57.92,179,218,147,1
Pct 9238,Election Day,9238,1,846,271,32.03,99,98,74,0
Pct 9238,VBM,9238,1,846,538,63.59,187,220,131,0
Pct 9239,Election Day,9239,1,885,250,28.25,85,93,72,0
Pct 9239,VBM,9239,1,885,588,66.44,192,238,158,0
Pct 9241,Election Day,9241,1,1027,286,27.85,117,97,70,2
Pct 9241,VBM,9241,1,1027,608,59.20,240,217,151,0
Pct 9242,Election Day,9242,1,1023,317,30.99,137,97,83,0
Pct 9242,VBM,9242,1,1023,568,55.52,226,203,137,2
Pct 9243,Election Day,9243,1,611,228,37.32,91,73,64,0
Pct 9243,VBM,9243,1,611,327,53.52,149,112,66,0
Pct 9244,Election Day,9244,1,940,279,29.68,106,88,84,1
Pct 9244,VBM,9244,1,940,545,57.98,219,177,149,0
Pct 9245,Election Day,9245,1,725,229,31.59,81,96,52,0
Pct 9245,VBM,9245,1,725,398,54.90,174,132,92,0
Pct 9246,Election Day,9246,1,964,293,30.39,127,85,81,0
Pct 9246,VBM,9246,1,964,549,56.95,209,179,160,1
Pct 9247,Election Day,9247,1,1004,315,31.37,129,94,92,0
Pct 9247,VBM,9247,1,1004,570,56.77,236,191,143,0
Pct 9248,Election Day,9248,1,955,296,30.99,140,89,67,0
Pct 9248,VBM,9248,1,955,550,57.59,244,169,136,1
Pct 9249,Election Day,9249,1,926,322,34.77,152,95,75,0
Pct 9249,VBM,9249,1,926,485,52.38,230,155,100,0
Pct 9251,Election Day,9251,1,982,324,32.99,141,94,87,2
Pct 9251,VBM,9251,1,982,547,55.70,237,190,120,0
Pct 9252,Election Day,9252,1,943,284,30.12,141,80,63,0
Pct 9252,VBM,9252,1,943,553,58.64,256,192,105,0
Pct 9253,Election Day,9253,1,808,253,31.31,98,74,81,0
Pct 9253,VBM,9253,1,808,456,56.44,207,154,95,0
Pct 9254,Election Day,9254,1,951,300,31.55,113,108,79,0
Pct 9254,VBM,9254,1,951,571,60.04,234,208,129,0
Pct 9255,Election Day,9255,1,577,213,36.92,87,67,59,0
Pct 9255,VBM,9255,1,577,305,52.86,123,97,85,0
Pct 9256,Election Day,9256,1,403,133,33.00,56,44,33,0
Pct 9256,VBM,9256,1,403,209,51.86,106,56,47,0
Pct 9257 MB,Election Day,9257,1,339,9,2.65,3,4,2,0
Pct 9257 MB,VBM,9257,1,339,278,82.01,157,69,52,0
Pct 9258,Election Day,9258,1,715,216,30.21,117,59,40,0
Pct 9258,VBM,9258,1,715,429,60.00,218,125,86,0
Pct 9401,Election Day,9401,1,1014,355,35.01,195,83,77,0
Pct 9401,VBM,9401,1,1014,460,45.36,279,108,73,0
Pct 9402,Election Day,9402,1,1028,323,31.42,197,61,63,2
Pct 9402,VBM,9402,1,1028,493,47.96,273,125,95,0
Pct 9403,Election Day,9403,1,933,273,29.26,142,76,55,0
Pct 9403,VBM,9403,1,933,466,49.95,260,143,63,0
Pct 9404,Election Day,9404,1,921,286,31.05,162,68,56,0
Pct 9404,VBM,9404,1,921,458,49.73,259,122,77,0
Pct 9405,Election Day,9405,1,818,258,31.54,147,59,52,0
Pct 9405,VBM,9405,1,818,441,53.91,239,114,88,0
Pct 9406,Election Day,9406,1,916,291,31.77,166,66,59,0
Pct 9406,VBM,9406,1,916,500,54.59,304,109,86,1
Pct 9407,Election Day,9407,1,941,309,32.84,168,73,68,0
Pct 9407,VBM,9407,1,941,419,44.53,256,94,69,0
Pct 9408,Election Day,9408,1,879,297,33.79,177,56,64,0
Pct 9408,VBM,9408,1,879,407,46.30,228,91,88,0
Pct 9409,Election Day,9409,1,626,236,37.70,139,51,46,0
Pct 9409,VBM,9409,1,626,288,46.01,169,60,59,0
Pct 9411,Election Day,9411,1,1051,345,32.83,180,86,79,0
Pct 9411,VBM,9411,1,1051,495,47.10,263,139,92,1
Pct 9412,Election Day,9412,1,885,291,32.88,151,84,55,1
Pct 9412,VBM,9412,1,885,412,46.55,226,109,76,1
Pct 9413,Election Day,9413,1,907,265,29.22,131,73,61,0
Pct 9413,VBM,9413,1,907,477,52.59,251,123,103,0
Pct 9414,Election Day,9414,1,894,272,30.43,145,69,58,0
Pct 9414,VBM,9414,1,894,468,52.35,247,136,85,0
Pct 9415,Election Day,9415,1,798,216,27.07,90,62,64,0
Pct 9415,VBM,9415,1,798,421,52.76,244,106,71,0
Pct 9416,Election Day,9416,1,1018,305,29.96,153,93,57,2
Pct 9416,VBM,9416,1,1018,501,49.21,301,121,79,0
Pct 9417,Election Day,9417,1,759,192,25.30,96,47,49,0
Pct 9417,VBM,9417,1,759,412,54.28,211,114,86,1
Pct 9418,Election Day,9418,1,814,235,28.87,120,68,47,0
Pct 9418,VBM,9418,1,814,407,50.00,204,109,93,1
Pct 9419,Election Day,9419,1,902,245,27.16,114,71,60,0
Pct 9419,VBM,9419,1,902,463,51.33,238,129,94,2
Pct 9421,Election Day,9421,1,929,243,26.16,137,57,49,0
Pct 9421,VBM,9421,1,929,489,52.64,265,112,112,0
Pct 9422,Election Day,9422,1,1082,348,32.16,174,87,87,0
Pct 9422,VBM,9422,1,1082,539,49.82,302,144,92,1
Pct 9423,Election Day,9423,1,909,269,29.59,121,76,72,0
Pct 9423,VBM,9423,1,909,449,49.39,262,112,75,0
Pct 9424,Election Day,9424,1,951,246,25.87,131,70,45,0
Pct 9424,VBM,9424,1,951,510,53.63,320,123,67,0
Pct 9425,Election Day,9425,1,964,258,26.76,132,69,57,0
Pct 9425,VBM,9425,1,964,490,50.83,268,136,86,0
Pct 9426,Election Day,9426,1,835,241,28.86,124,58,59,0
Pct 9426,VBM,9426,1,835,422,50.54,249,99,74,0
Pct 9427,Election Day,9427,1,963,250,25.96,129,63,58,0
Pct 9427,VBM,9427,1,963,483,50.16,285,121,77,0
Pct 9428,Election Day,9428,1,963,232,24.09,105,65,62,0
Pct 9428,VBM,9428,1,963,522,54.21,312,134,76,0
Pct 9429,Election Day,9429,1,909,284,31.24,145,78,60,1
Pct 9429,VBM,9429,1,909,423,46.53,264,86,73,0
Pct 9431,Election Day,9431,1,1024,265,25.88,122,77,66,0
Pct 9431,VBM,9431,1,1024,556,54.30,304,155,97,0
Pct 9432,Election Day,9432,1,913,277,30.34,137,74,66,0
Pct 9432,VBM,9432,1,913,441,48.30,249,101,91,0
Pct 9433,Election Day,9433,1,973,256,26.31,127,72,56,1
Pct 9433,VBM,9433,1,973,503,51.70,277,134,92,0
Pct 9434,Election Day,9434,1,997,302,30.29,142,93,67,0
Pct 9434,VBM,9434,1,997,501,50.25,299,128,73,1
Pct 9435,Election Day,9435,1,969,276,28.48,121,89,66,0
Pct 9435,VBM,9435,1,969,489,50.46,270,131,88,0
Pct 9436,Election Day,9436,1,994,263,26.46,132,67,64,0
Pct 9436,VBM,9436,1,994,520,52.31,276,142,102,0
Pct 9437,Election Day,9437,1,954,281,29.45,144,82,55,0
Pct 9437,VBM,9437,1,954,432,45.28,233,129,70,0
Pct 9438,Election Day,9438,1,1000,242,24.20,121,67,54,0
Pct 9438,VBM,9438,1,1000,549,54.90,303,149,97,0
Pct 9439,Election Day,9439,1,903,222,24.58,110,54,58,0
Pct 9439,VBM,9439,1,903,468,51.83,257,125,86,0
Pct 9441,Election Day,9441,1,1004,283,28.19,164,71,48,0
Pct 9441,VBM,9441,1,1004,517,51.49,296,146,74,1
Pct 9442,Election Day,9442,1,1027,334,32.52,171,89,72,2
Pct 9442,VBM,9442,1,1027,475,46.25,261,123,90,1
Pct 9443,Election Day,9443,1,937,286,30.52,127,93,66,0
Pct 9443,VBM,9443,1,937,462,49.31,263,130,69,0
Pct 9444,Election Day,9444,1,955,253,26.49,116,69,68,0
Pct 9444,VBM,9444,1,955,467,48.90,248,135,84,0
Pct 9445,Election Day,9445,1,993,270,27.19,150,67,52,1
Pct 9445,VBM,9445,1,993,481,48.44,251,135,95,0
Pct 9446,Election Day,9446,1,1084,305,28.14,157,81,67,0
Pct 9446,VBM,9446,1,1084,607,56.00,320,177,110,0
Pct 9447,Election Day,9447,1,954,268,28.09,155,58,55,0
Pct 9447,VBM,9447,1,954,493,51.68,266,145,82,0
Pct 9448,Election Day,9448,1,950,269,28.32,144,67,58,0
Pct 9448,VBM,9448,1,950,459,48.32,239,130,89,1
Pct 9449,Election Day,9449,1,820,178,21.71,92,47,38,1
Pct 9449,VBM,9449,1,820,461,56.22,256,123,82,0
Pct 9451,Election Day,9451,1,438,123,28.08,67,36,20,0
Pct 9451,VBM,9451,1,438,247,56.39,109,90,48,0
Pct 9452,Election Day,9452,1,829,289,34.86,136,92,61,0
Pct 9452,VBM,9452,1,829,412,49.70,199,120,92,1
Pct 9453,Election Day,9453,1,502,147,29.28,75,41,31,0
Pct 9453,VBM,9453,1,502,268,53.39,125,87,56,0
Pct 9501 MB,Election Day,9501,1,153,6,3.92,2,2,2,0
Pct 9501 MB,VBM,9501,1,153,125,81.70,54,44,27,0
Pct 9502 MB,Election Day,9502,1,233,5,2.15,2,2,1,0
Pct 9502 MB,VBM,9502,1,233,204,87.55,113,57,34,0
Pct 9503/9504,Election Day,9503,1,822,277,33.70,141,64,72,0
Pct 9503/9504,VBM,9503,1,822,397,48.30,216,107,73,1
Pct 9505,Election Day,9505,1,804,226,28.11,103,61,59,3
Pct 9505,VBM,9505,1,804,391,48.63,193,125,73,0
Pct 9506,Election Day,9506,1,810,266,32.84,159,65,42,0
Pct 9506,VBM,9506,1,810,336,41.48,190,95,51,0
Pct 9507,Election Day,9507,1,783,248,31.67,152,53,43,0
Pct 9507,VBM,9507,1,783,390,49.81,219,109,62,0
Pct 9508,Election Day,9508,1,862,304,35.27,185,56,63,0
Pct 9508,VBM,9508,1,862,416,48.26,244,99,73,0
Pct 9509,Election Day,9509,1,758,237,31.27,145,43,48,1
Pct 9509,VBM,9509,1,758,424,55.94,219,106,97,2
Pct 9511,Election Day,9511,1,630,236,37.46,138,54,44,0
Pct 9511,VBM,9511,1,630,293,46.51,162,65,66,0
Pct 9512,Election Day,9512,1,848,279,32.90,173,53,52,1
Pct 9512,VBM,9512,1,848,430,50.71,254,106,70,0
Pct 9513,Election Day,9513,1,952,319,33.51,189,74,55,1
Pct 9513,VBM,9513,1,952,447,46.95,235,131,81,0
Pct 9514/9522,Election Day,9514,1,959,342,35.66,201,70,71,0
Pct 9514/9522,VBM,9514,1,959,490,51.09,290,112,88,0
Pct 9515,Election Day,9515,1,748,278,37.17,152,55,71,0
Pct 9515,VBM,9515,1,748,368,49.20,216,96,56,0
Pct 9516,Election Day,9516,1,922,311,33.73,176,71,64,0
Pct 9516,VBM,9516,1,922,452,49.02,248,116,87,1
Pct 9517,Election Day,9517,1,854,279,32.67,187,35,57,0
Pct 9517,VBM,9517,1,854,434,50.82,264,84,86,0
Pct 9518,Election Day,9518,1,826,275,33.29,165,56,54,0
Pct 9518,VBM,9518,1,826,432,52.30,271,91,70,0
Pct 9519,Election Day,9519,1,922,307,33.30,177,64,66,0
Pct 9519,VBM,9519,1,922,483,52.39,272,119,92,0
Pct 9521,Election Day,9521,1,947,354,37.38,213,77,64,0
Pct 9521,VBM,9521,1,947,473,49.95,266,117,90,0
Pct 9701,Election Day,9701,1,664,212,31.93,127,30,55,0
Pct 9701,VBM,9701,1,664,359,54.07,217,73,68,1
Pct 9702,Election Day,9702,1,760,257,33.82,142,52,63,0
Pct 9702,VBM,9702,1,760,383,50.39,215,94,74,0
Pct 9703,Election Day,9703,1,989,276,27.91,147,81,48,0
Pct 9703,VBM,9703,1,989,542,54.80,312,150,80,0
Pct 9704,Election Day,9704,1,971,302,31.10,173,65,64,0
Pct 9704,VBM,9704,1,971,534,54.99,317,120,97,0
Pct 9705,Election Day,9705,1,954,325,34.07,199,50,75,1
Pct 9705,VBM,9705,1,954,511,53.56,320,103,88,0
Pct 9706 MB,Election Day,9706,1,54,3,5.56,0,0,3,0
Pct 9706 MB,VBM,9706,1,54,51,94.44,31,14,6,0
Pct 9707,Election Day,9707,1,805,185,22.98,91,62,32,0
Pct 9707,VBM,9707,1,805,494,61.37,285,142,66,1
Pct 9708,Election Day,9708,1,956,299,31.28,180,61,58,0
Pct 9708,VBM,9708,1,956,530,55.44,315,104,110,1
Pct 9709,Election Day,9709,1,1029,290,28.18,148,86,56,0
Pct 9709,VBM,9709,1,1029,558,54.23,299,167,91,1
Pct 9711,Election Day,9711,1,643,212,32.97,109,73,30,0
Pct 9711,VBM,9711,1,643,360,55.99,195,92,73,0
Pct 9712,Election Day,9712,1,656,199,30.34,103,57,39,0
Pct 9712,VBM,9712,1,656,394,60.06,193,137,62,2
Pct 9713,Election Day,9713,1,974,268,27.52,144,68,56,0
Pct 9713,VBM,9713,1,974,514,52.77,283,150,80,1
Pct 9714,Election Day,9714,1,941,268,28.48,121,94,53,0
Pct 9714,VBM,9714,1,941,557,59.19,275,184,96,2
Pct 9715,Election Day,9715,1,580,212,36.55,97,71,44,0
Pct 9715,VBM,9715,1,580,309,53.28,128,115,64,2
Pct 9716,Election Day,9716,1,975,288,29.54,132,86,69,1
Pct 9716,VBM,9716,1,975,503,51.59,270,141,90,2
Pct 9717,Election Day,9717,1,993,338,34.04,159,100,78,1
Pct 9717,VBM,9717,1,993,499,50.25,248,175,76,0
Pct 9718,Election Day,9718,1,859,267,31.08,138,90,39,0
Pct 9718,VBM,9718,1,859,488,56.81,246,165,77,0
Pct 9719,Election Day,9719,1,880,263,29.89,118,95,50,0
Pct 9719,VBM,9719,1,880,492,55.91,226,181,85,0
Pct 9721,Election Day,9721,1,657,222,33.79,103,81,38,0
Pct 9721,VBM,9721,1,657,353,53.73,143,145,64,1
Pct 9722,Election Day,9722,1,634,162,25.55,66,60,36,0
Pct 9722,VBM,9722,1,634,381,60.09,187,119,75,0
Pct 9723,Election Day,9723,1,478,111,23.22,46,44,21,0
Pct 9723,VBM,9723,1,478,285,59.62,149,89,47,0
Pct 9724,Election Day,9724,1,978,255,26.07,137,73,45,0
Pct 9724,VBM,9724,1,978,569,58.18,286,177,106,0
Pct 9725,Election Day,9725,1,985,251,25.48,137,72,42,0
Pct 9725,VBM,9725,1,985,532,54.01,256,187,89,0
Pct 9726,Election Day,9726,1,782,303,38.75,166,69,67,1
Pct 9726,VBM,9726,1,782,303,38.75,172,71,60,0
Pct 9727,Election Day,9727,1,454,111,24.45,45,41,25,0
Pct 9727,VBM,9727,1,454,285,62.78,134,108,43,0
Pct 9728,Election Day,9728,1,937,287,30.63,134,99,54,0
Pct 9728,VBM,9728,1,937,518,55.28,246,194,78,0
Pct 9729,Election Day,9729,1,802,218,27.18,86,99,33,0
Pct 9729,VBM,9729,1,802,490,61.10,214,190,86,0
Pct 9731,Election Day,9731,1,548,198,36.13,69,79,50,0
Pct 9731,VBM,9731,1,548,287,52.37,130,115,42,0
Pct 9732 MB,Election Day,9732,1,76,1,1.32,0,0,1,0
Pct 9732 MB,VBM,9732,1,76,70,92.11,37,23,10,0
Pct 9733 MB,Election Day,9733,1,221,4,1.81,3,1,0,0
Pct 9733 MB,VBM,9733,1,221,200,90.50,108,56,36,0
Pct 9734,Election Day,9734,1,603,185,30.68,81,76,28,0
Pct 9734,VBM,9734,1,603,350,58.04,166,128,56,0
Pct 9735,Election Day,9735,1,807,227,28.13,113,65,49,0
Pct 9735,VBM,9735,1,807,472,58.49,226,169,75,2
Pct 9736,Election Day,9736,1,729,209,28.67,91,75,43,0
Pct 9736,VBM,9736,1,729,442,60.63,208,163,71,0
Pct 9737,Election Day,9737,1,782,233,29.80,132,54,47,0
Pct 9737,VBM,9737,1,782,482,61.64,254,148,77,3
Pct 9738,Election Day,9738,1,850,275,32.35,140,78,57,0
Pct 9738,VBM,9738,1,850,405,47.65,173,150,82,0
Pct 9739,Election Day,9739,1,912,302,33.11,172,62,68,0
Pct 9739,VBM,9739,1,912,379,41.56,210,109,58,2
Pct 9741,Election Day,9741,1,1064,433,40.70,231,73,129,0
Pct 9741,VBM,9741,1,1064,246,23.12,132,60,54,0
Pct 9742,Election Day,9742,1,669,217,32.44,109,58,50,0
Pct 9742,VBM,9742,1,669,313,46.79,180,84,49,0
Pct 9743,Election Day,9743,1,1159,363,31.32,183,98,82,0
Pct 9743,VBM,9743,1,1159,544,46.94,294,165,84,1
Pct 9744,Election Day,9744,1,968,364,37.60,207,85,71,1
Pct 9744,VBM,9744,1,968,399,41.22,200,111,88,0
Pct 9745,Election Day,9745,1,1052,359,34.13,210,75,74,0
Pct 9745,VBM,9745,1,1052,403,38.31,223,116,64,0
Pct 9746,Election Day,9746,1,903,310,34.33,138,109,63,0
Pct 9746,VBM,9746,1,903,473,52.38,232,146,92,3
Pct 9747,Election Day,9747,1,989,301,30.43,159,87,55,0
Pct 9747,VBM,9747,1,989,496,50.15,290,125,81,0
Pct 9748,Election Day,9748,1,981,278,28.34,145,77,56,0
Pct 9748,VBM,9748,1,981,531,54.13,300,139,91,1
Pct 9749,Election Day,9749,1,969,256,26.42,140,65,51,0
Pct 9749,VBM,9749,1,969,430,44.38,251,111,67,1
Pct 9751,Election Day,9751,1,1011,306,30.27,159,73,74,0
Pct 9751,VBM,9751,1,1011,602,59.55,287,203,111,1
Pct 9752,Election Day,9752,1,721,206,28.57,99,70,37,0
Pct 9752,VBM,9752,1,721,420,58.25,192,149,79,0
Pct 9753,Election Day,9753,1,777,228,29.34,122,72,34,0
Pct 9753,VBM,9753,1,777,408,52.51,211,146,51,0
Pct 9754,Election Day,9754,1,744,259,34.81,152,64,43,0
Pct 9754,VBM,9754,1,744,389,52.28,220,110,59,0
Pct 9755,Election Day,9755,1,605,185,30.58,107,49,29,0
Pct 9755,VBM,9755,1,605,307,50.74,160,90,57,0
Pct 9756,Election Day,9756,1,980,279,28.47,147,70,61,1
Pct 9756,VBM,9756,1,980,505,51.53,295,128,82,0
Pct 9801,Election Day,9801,1,434,131,30.18,63,36,32,0
Pct 9801,VBM,9801,1,434,208,47.93,104,68,36,0
Pct 9900 MB,Election Day,9900,1,0,0,0.00,0,0,0,0
Pct 9900 MB,VBM,9900,1,0,0,0.00,0,0,0,0
Pct 9901 MB,Election Day,9901,1,0,0,0.00,0,0,0,0
Pct 9901 MB,VBM,9901,1,0,0,0.00,0,0,0,0
Pct 9902 MB,Election Day,9902,1,0,0,0.00,0,0,0,0
Pct 9902 MB,VBM,9902,1,0,0,0.00,0,0,0,0