precinct,ballot_type,registered,ballots_cast,turnout,GARY_JOHNSON,MARC_FELDMAN,RHETT_WHITE_FEATHER_SMITH,JOY_WAYMIRE,STEVE_KERBEL,JOHN_HALE,JOHN_MCAFEE,CECIL_INCE,AUSTIN_PETERSEN,DARRYL_W._PERRY,DERRICK_M._REID,"JACK_ROBINSON,_JR.",WRITE-IN,over_votes,under_votes
7554,VBM,6,2,33.33,1,,,,,,1,,,,,,,,
7555,Election_Day,2,1,50,,,,,,,,,,,,,1,,
7555,VBM,2,0,0,,,,,,,,,,,,,,,
7556/7557,Election_Day,3,0,0,,,,,,,,,,,,,,,
7556/7557,VBM,3,1,33.33,,,,,,,,,,,,,,,1
7601,Election_Day,3,0,0,,,,,,,,,,,,,,,
7601,VBM,3,0,0,,,,,,,,,,,,,,,
7602,Election_Day,9,1,11.11,1,,,,,,,,,,,,,,
7602,VBM,9,0,0,,,,,,,,,,,,,,,
7603,Election_Day,7,0,0,,,,,,,,,,,,,,,
7603,VBM,7,1,14.29,,,,,,,,,,,,,1,,
7604,Election_Day,8,2,25,,,,,,,1,,1,,,,,,
7604,VBM,8,4,50,,,,,,,2,,,,,1,,,1
7605,Election_Day,3,0,0,,,,,,,,,,,,,,,
7605,VBM,3,1,33.33,,,,,,,,,,,,,1,,
7606,Election_Day,7,2,28.57,,,,,,,1,,,,,,,,1
7606,VBM,7,0,0,,,,,,,,,,,,,,,
7607,Election_Day,11,2,18.18,1,,,,,,,,,1,,,,,
7607,VBM,11,4,36.36,1,,,,,1,,,,,,,1,,1
7608,Election_Day,3,0,0,,,,,,,,,,,,,,,
7608,VBM,3,1,33.33,,,,,,1,,,,,,,,,
7609,Election_Day,3,0,0,,,,,,,,,,,,,,,
7609,VBM,3,2,66.67,1,,,,1,,,,,,,,,,
7611,Election_Day,2,0,0,,,,,,,,,,,,,,,
7611,VBM,2,3,150,1,,,,,,,1,,,,,,,1
7612,Election_Day,3,2,66.67,1,,,,,,,,,,,,1,,
7612,VBM,3,0,0,,,,,,,,,,,,,,,
7613,Election_Day,7,2,28.57,1,,,,,,,,,,,,1,,
7613,VBM,7,2,28.57,,,,,,,,,,,,,1,,1
7614,Election_Day,9,3,33.33,,,,,,,1,,,,,1,,,1
7614,VBM,9,3,33.33,,,,,,,,,,1,,,2,,
7615,Election_Day,9,1,11.11,1,,,,,,,,,,,,,,
7615,VBM,9,2,22.22,,,1,,,,,,,,,1,,,
7616,Election_Day,8,1,12.5,1,,,,,,,,,,,,,,
7616,VBM,8,1,12.5,,,,,,,,,,,,,1,,
7617,Election_Day,5,0,0,,,,,,,,,,,,,,,
7617,VBM,5,2,40,,,,,,,1,,1,,,,,,
7618,Election_Day,9,8,88.89,2,,,,,,,,,,,,6,,
7618,VBM,9,0,0,,,,,,,,,,,,,,,
7619,Election_Day,10,0,0,,,,,,,,,,,,,,,
7619,VBM,10,2,20,1,,,,,,,,,,,,1,,
7621,Election_Day,8,0,0,,,,,,,,,,,,,,,
7621,VBM,8,2,25,2,,,,,,,,,,,,,,
7622,Election_Day,4,1,25,1,,,,,,,,,,,,,,
7622,VBM,4,2,50,1,,,,,,,,1,,,,,,
7623,Election_Day,7,1,14.29,1,,,,,,,,,,,,,,
7623,VBM,7,0,0,,,,,,,,,,,,,,,
7624,Election_Day,5,2,40,,,,,,,1,,,,,,1,,
7624,VBM,5,0,0,,,,,,,,,,,,,,,
7625,Election_Day,4,0,0,,,,,,,,,,,,,,,
7625,VBM,4,2,50,,,,,,1,,,,,,,1,,
7626,Election_Day,6,0,0,,,,,,,,,,,,,,,
7626,VBM,6,3,50,,,,,,,2,,,,,,1,,
7627,Election_Day,11,3,27.27,3,,,,,,,,,,,,,,
7627,VBM,11,3,27.27,2,,,,,,1,,,,,,,,
7628,Election_Day,6,1,16.67,,,,,,,,,,,,,,,1
7628,VBM,6,0,0,,,,,,,,,,,,,,,
7629,Election_Day,10,2,20,,,,1,,,,,,,,,,,1
7629,VBM,10,0,0,,,,,,,,,,,,,,,
7631,Election_Day,9,1,11.11,1,,,,,,,,,,,,,,
7631,VBM,9,1,11.11,,,,,,,,,,,,,1,,
7632,Election_Day,4,0,0,,,,,,,,,,,,,,,
7632,VBM,4,1,25,,,,,,,,,,,1,,,,
7633,Election_Day,3,0,0,,,,,,,,,,,,,,,
7633,VBM,3,3,100,,1,,,,,,,,,,,,,2
7634,Election_Day,4,1,25,,,1,,,,,,,,,,,,
7634,VBM,4,1,25,1,,,,,,,,,,,,,,
7635,Election_Day,12,1,8.33,1,,,,,,,,,,,,,,
7635,VBM,12,1,8.33,,,,,,,,,,,,,,,1
7636,Election_Day,8,1,12.5,,,,,,,,,,,,,,,1
7636,VBM,8,2,25,1,,,,,,,,,,,,,,1
7637,Election_Day,19,2,10.53,1,,,,,,,1,,,,,,,
7637,VBM,19,7,36.84,4,,,,,,,,,,,,2,,1
7638,Election_Day,5,0,0,,,,,,,,,,,,,,,
7638,VBM,5,4,80,3,,,,,,,,,,,,1,,
7639,Election_Day,8,0,0,,,,,,,,,,,,,,,
7639,VBM,8,1,12.5,1,,,,,,,,,,,,,,
7641,Election_Day,6,2,33.33,2,,,,,,,,,,,,,,
7641,VBM,6,2,33.33,2,,,,,,,,,,,,,,
7642,Election_Day,3,0,0,,,,,,,,,,,,,,,
7642,VBM,3,1,33.33,1,,,,,,,,,,,,,,
7643,Election_Day,1,1,100,,1,,,,,,,,,,,,,
7643,VBM,1,1,100,,,,,,,,,,1,,,,,
7644,Election_Day,3,1,33.33,1,,,,,,,,,,,,,,
7644,VBM,3,1,33.33,,,,,,,,,,,,,,,1
7645,Election_Day,2,0,0,,,,,,,,,,,,,,,
7645,VBM,2,0,0,,,,,,,,,,,,,,,
7646,Election_Day,10,2,20,2,,,,,,,,,,,,,,
7646,VBM,10,4,40,1,1,,,,,,,,1,,,1,,
7647,Election_Day,6,3,50,,,,,,,,,,,,,1,,2
7647,VBM,6,1,16.67,,,1,,,,,,,,,,,,
7648,Election_Day,0,0,0,,,,,,,,,,,,,,,
7648,VBM,0,0,0,,,,,,,,,,,,,,,
7701,Election_Day,8,3,37.5,1,,,,,,,,,,,,,,2
7701,VBM,8,2,25,1,,,,,,,,,,,,,,1
7702,Election_Day,6,1,16.67,1,,,,,,,,,,,,,,
7702,VBM,6,3,50,,,,,,,2,,,,,,1,,
7703,Election_Day,0,0,0,,,,,,,,,,,,,,,
7703,VBM,0,0,0,,,,,,,,,,,,,,,
7704,Election_Day,5,3,60,2,,,,,,1,,,,,,,,
7704,VBM,5,1,20,1,,,,,,,,,,,,,,
7705,Election_Day,2,1,50,,,,,,,,,,,,,,,1
7705,VBM,2,0,0,,,,,,,,,,,,,,,
7706,Election_Day,5,3,60,1,,,,1,,1,,,,,,,,
7706,VBM,5,4,80,1,1,,,,,,,1,,,,1,,
7707,Election_Day,6,1,16.67,1,,,,,,,,,,,,,,
7707,VBM,6,0,0,,,,,,,,,,,,,,,
7708,Election_Day,4,0,0,,,,,,,,,,,,,,,
7708,VBM,4,1,25,1,,,,,,,,,,,,,,
7709,Election_Day,1,0,0,,,,,,,,,,,,,,,
7709,VBM,1,2,200,2,,,,,,,,,,,,,,
7711,Election_Day,4,1,25,,,,,,,,,,,,,,,1
7711,VBM,4,2,50,2,,,,,,,,,,,,,,
7712,Election_Day,5,0,0,,,,,,,,,,,,,,,
7712,VBM,5,2,40,,,1,,,,1,,,,,,,,
7801,Election_Day,4,0,0,,,,,,,,,,,,,,,
7801,VBM,4,4,100,4,,,,,,,,,,,,,,
7802,Election_Day,3,1,33.33,,,,,,,,,,,,,,,1
7802,VBM,3,2,66.67,1,,,,,1,,,,,,,,,
7803,Election_Day,1,1,100,,,,,,,1,,,,,,,,
7803,VBM,1,3,300,2,,,,,,,,,,,,,,1
7804,Election_Day,3,0,0,,,,,,,,,,,,,,,
7804,VBM,3,1,33.33,1,,,,,,,,,,,,,,
7805,Election_Day,5,0,0,,,,,,,,,,,,,,,
7805,VBM,5,1,20,1,,,,,,,,,,,,,,
7806,Election_Day,2,3,150,2,,,1,,,,,,,,,,,
7806,VBM,2,0,0,,,,,,,,,,,,,,,
7807,Election_Day,1,0,0,,,,,,,,,,,,,,,
7807,VBM,1,1,100,1,,,,,,,,,,,,,,
7808,Election_Day,1,0,0,,,,,,,,,,,,,,,
7808,VBM,1,0,0,,,,,,,,,,,,,,,
7809,Election_Day,3,2,66.67,,,,,,,,,,,,1,,,1
7809,VBM,3,0,0,,,,,,,,,,,,,,,
7811,Election_Day,6,1,16.67,1,,,,,,,,,,,,,,
7811,VBM,6,1,16.67,,,,,,,,,,,,,1,,
7812,Election_Day,2,0,0,,,,,,,,,,,,,,,
7812,VBM,2,0,0,,,,,,,,,,,,,,,
7813,Election_Day,4,2,50,,,,,,,,,,,1,,,,1
7813,VBM,4,1,25,1,,,,,,,,,,,,,,
7814,Election_Day,3,1,33.33,,,,,,,,,,,,,,,1
7814,VBM,3,0,0,,,,,,,,,,,,,,,
7815,Election_Day,6,1,16.67,,,,1,,,,,,,,,,,
7815,VBM,6,2,33.33,1,1,,,,,,,,,,,,,
7816,Election_Day,4,1,25,1,,,,,,,,,,,,,,
7816,VBM,4,1,25,,,,,,,,,,1,,,,,
7817,Election_Day,7,0,0,,,,,,,,,,,,,,,
7817,VBM,7,4,57.14,2,,,,,,,,,1,,,1,,
7818,Election_Day,4,2,50,1,,,,,,,,,,,,,,1
7818,VBM,4,1,25,1,,,,,,,,,,,,,,
7819,Election_Day,4,0,0,,,,,,,,,,,,,,,
7819,VBM,4,1,25,,,,,,,,,,,,,,,1
7821,Election_Day,3,1,33.33,1,,,,,,,,,,,,,,
7821,VBM,3,3,100,2,,1,,,,,,,,,,,,
7822,Election_Day,3,2,66.67,1,,,,,,,,,,,,1,,
7822,VBM,3,0,0,,,,,,,,,,,,,,,
7823,Election_Day,5,1,20,,,,,,,,,,,,,,,1
7823,VBM,5,1,20,1,,,,,,,,,,,,,,
7824,Election_Day,6,0,0,,,,,,,,,,,,,,,
7824,VBM,6,4,66.67,3,,,,,,,,,,,,1,,
7825,Election_Day,2,0,0,,,,,,,,,,,,,,,
7825,VBM,2,0,0,,,,,,,,,,,,,,,
7826,Election_Day,2,0,0,,,,,,,,,,,,,,,
7826,VBM,2,0,0,,,,,,,,,,,,,,,
7827,Election_Day,8,1,12.5,,,,,,,,,,,,,,,1
7827,VBM,8,3,37.5,2,,,,,,,,,,,,1,,
7828,Election_Day,9,0,0,,,,,,,,,,,,,,,
7828,VBM,9,3,33.33,2,,,,,,,,,,,,,,1
7829,Election_Day,5,1,20,,,1,,,,,,,,,,,,
7829,VBM,5,0,0,,,,,,,,,,,,,,,
7831,Election_Day,1,0,0,,,,,,,,,,,,,,,
7831,VBM,1,0,0,,,,,,,,,,,,,,,
7832,Election_Day,5,2,40,,,,,1,,,,,,,,1,,
7832,VBM,5,2,40,,,,,,,1,,,,,,1,,
7833,Election_Day,4,0,0,,,,,,,,,,,,,,,
7833,VBM,4,2,50,1,,,,,,,,,,,,1,,
7834,Election_Day,5,1,20,,,,,,,,,1,,,,,,
7834,VBM,5,1,20,,,,,,,,,,,,,1,,
7835,Election_Day,3,0,0,,,,,,,,,,,,,,,
7835,VBM,3,1,33.33,1,,,,,,,,,,,,,,
7836,Election_Day,7,1,14.29,1,,,,,,,,,,,,,,
7836,VBM,7,3,42.86,2,,,,,,,,,,,,,,1
7837,Election_Day,3,2,66.67,1,,,,,,,,,1,,,,,
7837,VBM,3,0,0,,,,,,,,,,,,,,,
7838,Election_Day,5,0,0,,,,,,,,,,,,,,,
7838,VBM,5,2,40,,,1,,,,,,1,,,,,,
7839,Election_Day,2,1,50,,,,,,,,,,,,,,,1
7839,VBM,2,1,50,1,,,,,,,,,,,,,,
7841,Election_Day,3,0,0,,,,,,,,,,,,,,,
7841,VBM,3,1,33.33,1,,,,,,,,,,,,,,
7842,Election_Day,6,2,33.33,,,,,,,,,,,,,,,2
7842,VBM,6,2,33.33,1,,,,,1,,,,,,,,,
7843,Election_Day,6,1,16.67,,,,,,,,,,,,,,,1
7843,VBM,6,2,33.33,1,,,,,,,,,,,,,,1
7844,Election_Day,4,0,0,,,,,,,,,,,,,,,
7844,VBM,4,3,75,2,,,,,,,,,,,,,,1
7845,Election_Day,5,2,40,1,,,,,,,,,,,,1,,
7845,VBM,5,1,20,1,,,,,,,,,,,,,,
7846,Election_Day,4,1,25,1,,,,,,,,,,,,,,
7846,VBM,4,2,50,1,,,,,,,,,,,,,,1
7847,Election_Day,2,0,0,,,,,,,,,,,,,,,
7847,VBM,2,0,0,,,,,,,,,,,,,,,
7848,Election_Day,5,1,20,1,,,,,,,,,,,,,,
7848,VBM,5,2,40,1,,,,,,1,,,,,,,,
7849,Election_Day,1,0,0,,,,,,,,,,,,,,,
7849,VBM,1,2,200,1,,,,,,,,,,,,1,,
7851,Election_Day,1,0,0,,,,,,,,,,,,,,,
7851,VBM,1,0,0,,,,,,,,,,,,,,,
7852,Election_Day,3,1,33.33,1,,,,,,,,,,,,,,
7852,VBM,3,2,66.67,1,,,,,,,,,,,,,,1
7853,Election_Day,3,2,66.67,2,,,,,,,,,,,,,,
7853,VBM,3,0,0,,,,,,,,,,,,,,,
7854,Election_Day,5,1,20,1,,,,,,,,,,,,,,
7854,VBM,5,2,40,1,,,,,,,,,,,,,,1
7855,Election_Day,5,1,20,,,,,1,,,,,,,,,,
7855,VBM,5,2,40,1,,,,,,,,1,,,,,,
7856,Election_Day,2,0,0,,,,,,,,,,,,,,,
7856,VBM,2,2,100,,,,,,,,,,,,,,,2
7857,Election_Day,4,0,0,,,,,,,,,,,,,,,
7857,VBM,4,1,25,,,,,,,,,,,,,1,,
7858,Election_Day,2,0,0,,,,,,,,,,,,,,,
7858,VBM,2,0,0,,,,,,,,,,,,,,,
7859,Election_Day,5,1,20,1,,,,,,,,,,,,,,
7859,VBM,5,4,80,2,,,,,,,,,,,,1,,1
7861,Election_Day,3,1,33.33,1,,,,,,,,,,,,,,
7861,VBM,3,1,33.33,,,,,,,,,,,,,1,,
7862,Election_Day,4,0,0,,,,,,,,,,,,,,,
7862,VBM,4,1,25,1,,,,,,,,,,,,,,
7863,Election_Day,1,1,100,,,,,,1,,,,,,,,,
7863,VBM,1,0,0,,,,,,,,,,,,,,,
7864,Election_Day,2,1,50,1,,,,,,,,,,,,,,
7864,VBM,2,0,0,,,,,,,,,,,,,,,
7865,Election_Day,2,1,50,1,,,,,,,,,,,,,,
7865,VBM,2,2,100,1,,,,,,,,1,,,,,,
7866,Election_Day,10,1,10,,,,,,,,,,,,,,,1
7866,VBM,10,4,40,1,,,,,,,,1,,,,,,2
7867,Election_Day,5,2,40,1,,,,,,,,,,,,1,,
7867,VBM,5,1,20,1,,,,,,,,,,,,,,
7868,Election_Day,2,0,0,,,,,,,,,,,,,,,
7868,VBM,2,0,0,,,,,,,,,,,,,,,
7869,Election_Day,4,2,50,1,,,,,1,,,,,,,,,
7869,VBM,4,0,0,,,,,,,,,,,,,,,
7871,Election_Day,4,1,25,,,,,,,,,,,,,,,1
7871,VBM,4,1,25,1,,,,,,,,,,,,,,
7872,Election_Day,5,0,0,,,,,,,,,,,,,,,
7872,VBM,5,3,60,1,,1,,,,,,,,,,,,1
7873,Election_Day,4,0,0,,,,,,,,,,,,,,,
7873,VBM,4,1,25,,,,,,,,,,,,,1,,
7874,Election_Day,0,1,0,,,,,,,,,,,,,1,,
7874,VBM,0,0,0,,,,,,,,,,,,,,,
7875,Election_Day,4,0,0,,,,,,,,,,,,,,,
7875,VBM,4,0,0,,,,,,,,,,,,,,,
7901,Election_Day,2,1,50,,,,,,,,,,,,,1,,
7901,VBM,2,0,0,,,,,,,,,,,,,,,
7902,Election_Day,8,1,12.5,,,,,,,,1,,,,,,,
7902,VBM,8,1,12.5,,,,,,,1,,,,,,,,
7903,Election_Day,6,0,0,,,,,,,,,,,,,,,
7903,VBM,6,1,16.67,,,,,,,,,,,,,,,1
7904,Election_Day,4,1,25,,,,,,,,,,,,,1,,
7904,VBM,4,2,50,1,,,,,,,,,,,,,,1
7905,Election_Day,11,3,27.27,,,,,,,1,1,,,,,,,1
7905,VBM,11,3,27.27,2,,,,,,,,1,,,,,,
7906,Election_Day,9,3,33.33,1,,,,,,,,,,,,,,2
7906,VBM,9,3,33.33,1,,,,1,,1,,,,,,,,
7907,Election_Day,5,3,60,1,,,,,,,,,,,,,,2
7907,VBM,5,0,0,,,,,,,,,,,,,,,
7908,Election_Day,3,0,0,,,,,,,,,,,,,,,
7908,VBM,3,1,33.33,,,,,,,,,,,,,,,1
7909,Election_Day,6,2,33.33,,,,,,,1,,,,,,1,,
7909,VBM,6,1,16.67,,,,,,,,,,,,,1,,
7911,Election_Day,1,0,0,,,,,,,,,,,,,,,
7911,VBM,1,1,100,,,,,,,1,,,,,,,,
7912,Election_Day,1,0,0,,,,,,,,,,,,,,,
7912,VBM,1,0,0,,,,,,,,,,,,,,,
7913,Election_Day,6,1,16.67,,,,,,,,,,,,,,,1
7913,VBM,6,0,0,,,,,,,,,,,,,,,
7914,Election_Day,7,1,14.29,1,,,,,,,,,,,,,,
7914,VBM,7,2,28.57,1,,,,,,1,,,,,,,,
7915,Election_Day,3,0,0,,,,,,,,,,,,,,,
7915,VBM,3,0,0,,,,,,,,,,,,,,,
7916,Election_Day,1,0,0,,,,,,,,,,,,,,,
7916,VBM,1,0,0,,,,,,,,,,,,,,,
7917,Election_Day,5,1,20,,,,,,,,,1,,,,,,
7917,VBM,5,0,0,,,,,,,,,,,,,,,
7918,Election_Day,4,0,0,,,,,,,,,,,,,,,
7918,VBM,4,0,0,,,,,,,,,,,,,,,
7919,Election_Day,6,0,0,,,,,,,,,,,,,,,
7919,VBM,6,1,16.67,,,,,,,,,,,,,,,1
7921,Election_Day,2,0,0,,,,,,,,,,,,,,,
7921,VBM,2,0,0,,,,,,,,,,,,,,,
7922,Election_Day,3,2,66.67,1,,,,,,,,,,,,1,,
7922,VBM,3,0,0,,,,,,,,,,,,,,,
7923,Election_Day,2,0,0,,,,,,,,,,,,,,,
7923,VBM,2,0,0,,,,,,,,,,,,,,,
7924,Election_Day,2,0,0,,,,,,,,,,,,,,,
7924,VBM,2,1,50,,,,,1,,,,,,,,,,
7925,Election_Day,3,0,0,,,,,,,,,,,,,,,
7925,VBM,3,0,0,,,,,,,,,,,,,,,
7926,Election_Day,3,1,33.33,,,,,,1,,,,,,,,,
7926,VBM,3,2,66.67,,,,,,,1,,,,,,,,1
7927,Election_Day,3,0,0,,,,,,,,,,,,,,,
7927,VBM,3,1,33.33,,,,,,,,,,,,,1,,
7928,Election_Day,9,1,11.11,1,,,,,,,,,,,,,,
7928,VBM,9,2,22.22,1,,,,,,1,,,,,,,,
7929,Election_Day,3,0,0,,,,,,,,,,,,,,,
7929,VBM,3,3,100,,,,,,,,,,,,2,1,,
7931,Election_Day,4,1,25,1,,,,,,,,,,,,,,
7931,VBM,4,1,25,,,,,,,1,,,,,,,,
7932,Election_Day,0,1,0,1,,,,,,,,,,,,,,
7932,VBM,0,0,0,,,,,,,,,,,,,,,
7933,Election_Day,0,0,0,,,,,,,,,,,,,,,
7933,VBM,0,0,0,,,,,,,,,,,,,,,
7934,Election_Day,3,0,0,,,,,,,,,,,,,,,
7934,VBM,3,0,0,,,,,,,,,,,,,,,
7935,Election_Day,1,1,100,,,,,,,,,,,,,,,1
7935,VBM,1,1,100,,,,,,,,,,,,,,,1
7936,Election_Day,2,1,50,,1,,,,,,,,,,,,,
7936,VBM,2,0,0,,,,,,,,,,,,,,,
7937,Election_Day,3,0,0,,,,,,,,,,,,,,,
7937,VBM,3,2,66.67,1,,,,1,,,,,,,,,,
7938,Election_Day,4,1,25,,,,,1,,,,,,,,,,
7938,VBM,4,2,50,,1,,,,,,,,,1,,,,
7939,Election_Day,0,0,0,,,,,,,,,,,,,,,
7939,VBM,0,0,0,,,,,,,,,,,,,,,
7941,Election_Day,4,3,75,3,,,,,,,,,,,,,,
7941,VBM,4,3,75,2,,1,,,,,,,,,,,,
7942,Election_Day,7,1,14.29,1,,,,,,,,,,,,,,
7942,VBM,7,1,14.29,1,,,,,,,,,,,,,,
7943,Election_Day,2,0,0,,,,,,,,,,,,,,,
7943,VBM,2,0,0,,,,,,,,,,,,,,,
7944,Election_Day,5,0,0,,,,,,,,,,,,,,,
7944,VBM,5,0,0,,,,,,,,,,,,,,,
7945,Election_Day,3,0,0,,,,,,,,,,,,,,,
7945,VBM,3,0,0,,,,,,,,,,,,,,,
7946,Election_Day,1,1,100,,,,,,,,,,,,,,,1
7946,VBM,1,0,0,,,,,,,,,,,,,,,
7947,Election_Day,2,0,0,,,,,,,,,,,,,,,
7947,VBM,2,0,0,,,,,,,,,,,,,,,
7948,Election_Day,4,0,0,,,,,,,,,,,,,,,
7948,VBM,4,2,50,,,,,,,,,,,,,1,,1
7949,Election_Day,5,3,60,2,,,,,1,,,,,,,,,
7949,VBM,5,1,20,,,,,,,,,,,,,1,,
7951,Election_Day,1,1,100,,,,,,,,,,,,,,,1
7951,VBM,1,0,0,,,,,,,,,,,,,,,
7952,Election_Day,1,0,0,,,,,,,,,,,,,,,
7952,VBM,1,1,100,,,,,,1,,,,,,,,,
7953,Election_Day,4,0,0,,,,,,,,,,,,,,,
7953,VBM,4,3,75,1,,,,,,2,,,,,,,,
7954,Election_Day,0,0,0,,,,,,,,,,,,,,,
7954,VBM,0,0,0,,,,,,,,,,,,,,,
7955,Election_Day,2,0,0,,,,,,,,,,,,,,,
7955,VBM,2,0,0,,,,,,,,,,,,,,,
7956,Election_Day,1,1,100,,,,,,,1,,,,,,,,
7956,VBM,1,2,200,,,,,,,,,,,2,,,,
7957,Election_Day,3,1,33.33,1,,,,,,,,,,,,,,
7957,VBM,3,1,33.33,,,,,,,,,,,,,1,,
7958,Election_Day,0,0,0,,,,,,,,,,,,,,,
7958,VBM,0,0,0,,,,,,,,,,,,,,,
9001,Election_Day,1,0,0,,,,,,,,,,,,,,,
9001,VBM,1,0,0,,,,,,,,,,,,,,,
9101,Election_Day,7,2,28.57,,,,,,,,1,,,,,,,1
9101,VBM,7,1,14.29,1,,,,,,,,,,,,,,
9102,Election_Day,4,0,0,,,,,,,,,,,,,,,
9102,VBM,4,3,75,2,,,,,,,,1,,,,,,
9103,Election_Day,3,0,0,,,,,,,,,,,,,,,
9103,VBM,3,0,0,,,,,,,,,,,,,,,
9104,Election_Day,6,1,16.67,1,,,,,,,,,,,,,,
9104,VBM,6,2,33.33,,,,,,,,,,,,,,,2
9105,Election_Day,7,3,42.86,2,,,,,,,,,,,,,,1
9105,VBM,7,0,0,,,,,,,,,,,,,,,
9106,Election_Day,5,2,40,1,,,,,,,,,,,,1,,
9106,VBM,5,1,20,,,,,,,,,,,,,,,1
9107,Election_Day,2,1,50,,,,,,,1,,,,,,,,
9107,VBM,2,2,100,,,,,,,,,2,,,,,,
9108,Election_Day,4,1,25,,,,,,,,,,,,,,,1
9108,VBM,4,1,25,,,,,,,1,,,,,,,,
9109,Election_Day,5,0,0,,,,,,,,,,,,,,,
9109,VBM,5,1,20,,1,,,,,,,,,,,,,
9111,Election_Day,5,0,0,,,,,,,,,,,,,,,
9111,VBM,5,0,0,,,,,,,,,,,,,,,
9112,Election_Day,2,0,0,,,,,,,,,,,,,,,
9112,VBM,2,0,0,,,,,,,,,,,,,,,
9113,Election_Day,3,1,33.33,,,,,,,,,,,,,1,,
9113,VBM,3,1,33.33,1,,,,,,,,,,,,,,
9114,Election_Day,3,1,33.33,1,,,,,,,,,,,,,,
9114,VBM,3,0,0,,,,,,,,,,,,,,,
9115,Election_Day,6,1,16.67,1,,,,,,,,,,,,,,
9115,VBM,6,1,16.67,,,,,,,1,,,,,,,,
9116,Election_Day,3,0,0,,,,,,,,,,,,,,,
9116,VBM,3,1,33.33,1,,,,,,,,,,,,,,
9117,Election_Day,8,4,50,3,,,,,,,,,,,,1,,
9117,VBM,8,2,25,,1,,,,,1,,,,,,,,
9118,Election_Day,2,0,0,,,,,,,,,,,,,,,
9118,VBM,2,1,50,,,,,,,,,,,,,,,1
9119,Election_Day,9,4,44.44,3,,,,,,,,,,,,1,,
9119,VBM,9,2,22.22,1,,,,,,1,,,,,,,,
9121,Election_Day,4,1,25,1,,,,,,,,,,,,,,
9121,VBM,4,0,0,,,,,,,,,,,,,,,
9122,Election_Day,2,0,0,,,,,,,,,,,,,,,
9122,VBM,2,1,50,,,,,,,1,,,,,,,,
9123,Election_Day,6,2,33.33,1,,,,,,,,,,,,,,1
9123,VBM,6,2,33.33,1,,,,,,,,,,,,1,,
9124,Election_Day,4,1,25,1,,,,,,,,,,,,,,
